,SK_ID_CURR
4827,105643
4828,105644
4829,105645
4830,105646
4831,105649
4832,105650
4833,105651
4834,105652
4835,105653
4836,105654
4837,105656
4838,105658
4839,105659
4840,105660
4841,105661
4842,105662
4843,105663
4844,105664
4845,105665
4846,105666
4847,105667
4848,105668
4849,105669
4850,105670
4851,105671
4852,105673
4853,105674
4854,105675
4855,105676
4856,105677
4857,105679
4858,105680
4859,105681
4860,105683
4861,105684
4862,105685
4863,105686
4864,105687
4865,105688
4866,105689
4867,105690
4868,105693
4869,105694
4870,105695
4871,105696
4872,105697
4873,105698
4874,105699
4875,105700
4876,105701
4877,105702
4878,105703
4879,105704
4880,105705
4881,105707
4882,105708
4883,105709
4884,105710
4885,105711
4886,105713
4887,105714
4888,105715
4889,105716
4890,105717
4891,105718
4892,105719
4893,105721
4894,105722
4895,105723
4896,105724
4897,105725
4898,105726
4899,105727
4900,105728
4901,105729
4902,105730
4903,105731
4904,105732
4905,105733
4906,105739
4907,105741
4908,105742
4909,105743
4910,105745
4911,105746
4912,105748
4913,105750
4914,105751
4915,105752
4916,105753
4917,105755
4918,105756
4919,105757
4920,105759
4921,105761
4922,105762
4923,105763
4924,105764
4925,105765
4926,105766
4927,105768
4928,105769
4929,105770
4930,105771
4931,105772
4932,105773
4933,105774
4934,105775
4935,105776
4936,105777
4937,105778
4938,105779
4939,105780
4940,105781
4941,105782
4942,105783
4943,105785
4944,105786
4945,105787
4946,105788
4947,105789
4948,105790
4949,105792
4950,105793
4951,105794
4952,105795
4953,105796
4954,105797
4955,105798
4956,105799
4957,105800
4958,105801
4959,105803
4960,105804
4961,105805
4962,105806
4963,105808
4964,105810
4965,105811
4966,105812
4967,105813
4968,105814
4969,105815
4970,105818
4971,105819
4972,105820
4973,105821
4974,105822
4975,105823
4976,105825
4977,105826
4978,105827
4979,105828
4980,105829
4981,105830
4982,105831
4983,105833
4984,105834
4985,105835
4986,105836
4987,105837
4988,105838
4989,105839
4990,105840
4991,105841
4992,105842
4993,105843
4994,105844
4995,105845
4996,105846
4997,105847
4998,105848
4999,105849
5000,105850
5001,105851
5002,105852
5003,105853
5004,105854
5005,105855
5006,105857
5007,105858
5008,105859
5009,105860
5010,105861
5011,105862
5012,105863
5013,105864
5014,105866
5015,105867
5016,105868
5017,105869
5018,105870
5019,105871
5020,105872
5021,105873
5022,105874
5023,105875
5024,105876
5025,105877
5026,105878
5027,105879
5028,105880
5029,105881
5030,105882
5031,105883
5032,105884
5033,105885
5034,105886
5035,105887
5036,105888
5037,105889
5038,105890
5039,105891
5040,105892
5041,105893
5042,105894
5043,105895
5044,105896
5045,105897
5046,105898
5047,105900
5048,105901
5049,105902
5050,105903
5051,105904
5052,105905
5053,105907
5054,105908
5055,105909
5056,105910
5057,105911
5058,105912
5059,105913
5060,105914
5061,105915
5062,105917
5063,105918
5064,105919
5065,105920
5066,105921
5067,105922
5068,105924
5069,105925
5070,105926
5071,105927
5072,105928
5073,105929
5074,105930
5075,105931
5076,105932
5077,105933
5078,105934
5079,105935
5080,105936
5081,105938
5082,105939
5083,105940
5084,105941
5085,105942
5086,105943
5087,105944
5088,105945
5089,105946
5090,105947
5091,105948
5092,105949
5093,105950
5094,105951
5095,105952
5096,105953
5097,105954
5098,105955
5099,105956
5100,105957
5101,105958
5102,105959
5103,105960
5104,105961
5105,105962
5106,105963
5107,105964
5108,105967
5109,105969
5110,105970
5111,105971
5112,105972
5113,105974
5114,105975
5115,105977
5116,105980
5117,105981
5118,105982
5119,105983
5120,105984
5121,105985
5122,105986
5123,105987
5124,105988
5125,105989
5126,105990
5127,105992
5128,105993
5129,105994
5130,105995
5131,105996
5132,105997
5133,106002
5134,106003
5135,106004
5136,106005
5137,106006
5138,106007
5139,106008
5140,106009
5141,106012
5142,106014
5143,106016
5144,106017
5145,106018
5146,106019
5147,106020
5148,106021
5149,106022
5150,106023
5151,106024
5152,106025
5153,106027
5154,106028
5155,106029
5156,106030
5157,106031
5158,106033
5159,106034
5160,106036
5161,106037
5162,106038
5163,106039
5164,106042
5165,106043
5166,106045
5167,106046
5168,106047
5169,106048
5170,106049
5171,106050
5172,106051
5173,106052
5174,106055
5175,106056
5176,106057
5177,106058
5178,106059
5179,106060
5180,106061
5181,106062
5182,106063
5183,106064
5184,106066
5185,106067
5186,106068
5187,106069
5188,106070
5189,106071
5190,106072
5191,106073
5192,106074
5193,106075
5194,106076
5195,106077
5196,106078
5197,106079
5198,106080
5199,106082
5200,106084
5201,106085
5202,106086
5203,106088
5204,106089
5205,106091
5206,106092
5207,106093
5208,106094
5209,106095
5210,106096
5211,106097
5212,106098
5213,106099
5214,106100
5215,106103
5216,106104
5217,106105
5218,106106
5219,106107
5220,106108
5221,106110
5222,106111
5223,106112
5224,106113
5225,106114
5226,106115
5227,106117
5228,106118
5229,106119
5230,106120
5231,106121
5232,106122
5233,106123
5234,106124
5235,106125
5236,106126
5237,106127
5238,106128
5239,106129
5240,106130
5241,106131
5242,106132
5243,106133
5244,106134
5245,106135
5246,106136
5247,106137
5248,106138
5249,106139
5250,106140
5251,106141
5252,106142
5253,106143
5254,106144
5255,106145
5256,106146
5257,106147
5258,106148
5259,106149
5260,106151
5261,106152
5262,106153
5263,106154
5264,106156
5265,106157
5266,106158
5267,106159
5268,106160
5269,106161
5270,106162
5271,106163
5272,106164
5273,106165
5274,106167
5275,106168
5276,106169
5277,106170
5278,106171
5279,106172
5280,106173
5281,106174
5282,106175
5283,106177
5284,106178
5285,106179
5286,106180
5287,106181
5288,106182
5289,106183
5290,106184
5291,106185
5292,106186
5293,106187
5294,106188
5295,106190
5296,106191
5297,106192
5298,106193
5299,106194
5300,106195
5301,106196
5302,106197
5303,106198
5304,106200
5305,106201
5306,106202
5307,106203
5308,106204
5309,106207
5310,106208
5311,106209
5312,106210
5313,106212
5314,106213
5315,106215
5316,106218
5317,106219
5318,106220
5319,106221
5320,106222
5321,106223
5322,106224
5323,106226
5324,106227
5325,106228
5326,106229
5327,106230
5328,106231
5329,106232
5330,106233
5331,106234
5332,106235
5333,106236
5334,106237
5335,106238
5336,106239
5337,106240
5338,106241
5339,106242
5340,106243
5341,106244
5342,106245
5343,106246
5344,106247
5345,106248
5346,106250
5347,106251
5348,106252
5349,106253
5350,106254
5351,106255
5352,106257
5353,106259
5354,106260
5355,106263
5356,106265
5357,106266
5358,106267
5359,106268
5360,106269
5361,106270
5362,106272
5363,106273
5364,106274
5365,106275
5366,106278
5367,106279
5368,106280
5369,106281
5370,106282
5371,106283
5372,106284
5373,106285
5374,106287
5375,106288
5376,106289
5377,106290
5378,106291
5379,106292
5380,106294
5381,106299
5382,106300
5383,106301
5384,106302
5385,106303
5386,106304
5387,106305
5388,106306
5389,106307
5390,106308
5391,106309
5392,106310
5393,106312
5394,106313
5395,106315
5396,106316
5397,106317
5398,106318
5399,106319
5400,106321
5401,106322
5402,106323
5403,106324
5404,106325
5405,106326
5406,106327
5407,106328
5408,106329
5409,106330
5410,106331
5411,106332
5412,106333
5413,106335
5414,106336
5415,106337
5416,106338
5417,106339
5418,106340
5419,106341
5420,106342
5421,106343
5422,106344
5423,106345
5424,106348
5425,106350
5426,106351
5427,106352
5428,106353
5429,106355
5430,106356
5431,106357
5432,106358
5433,106359
5434,106361
5435,106362
5436,106363
5437,106364
5438,106365
5439,106366
5440,106367
5441,106368
5442,106369
5443,106370
5444,106371
5445,106372
5446,106374
5447,106375
5448,106376
5449,106378
5450,106379
5451,106380
5452,106381
5453,106382
5454,106383
5455,106384
5456,106385
5457,106388
5458,106389
5459,106390
5460,106392
5461,106393
5462,106394
5463,106395
5464,106396
5465,106397
5466,106398
5467,106399
5468,106400
5469,106402
5470,106403
5471,106404
5472,106405
5473,106406
5474,106407
5475,106408
5476,106409
5477,106410
5478,106412
5479,106414
5480,106415
5481,106416
5482,106417
5483,106418
5484,106419
5485,106420
5486,106421
5487,106422
5488,106423
5489,106424
5490,106425
5491,106429
5492,106430
5493,106431
5494,106432
5495,106433
5496,106435
5497,106436
5498,106437
5499,106439
5500,106442
5501,106443
5502,106444
5503,106445
5504,106446
5505,106447
5506,106448
5507,106449
5508,106450
5509,106451
5510,106455
5511,106456
5512,106458
5513,106459
5514,106460
5515,106461
5516,106462
5517,106463
5518,106464
5519,106465
5520,106466
5521,106467
5522,106468
5523,106469
5524,106470
5525,106471
5526,106472
5527,106473
5528,106474
5529,106475
5530,106476
5531,106477
5532,106478
5533,106479
5534,106480
5535,106481
5536,106482
5537,106483
5538,106485
5539,106486
5540,106487
5541,106489
5542,106490
5543,106492
5544,106493
5545,106494
5546,106495
5547,106496
5548,106497
5549,106498
5550,106499
5551,106500
5552,106501
5553,106502
5554,106503
5555,106504
5556,106505
5557,106506
5558,106507
5559,106508
5560,106509
5561,106510
5562,106511
5563,106512
5564,106513
5565,106515
5566,106516
5567,106517
5568,106518
5569,106519
5570,106520
5571,106521
5572,106522
5573,106523
5574,106524
5575,106525
5576,106526
5577,106530
5578,106531
5579,106532
5580,106533
5581,106535
5582,106536
5583,106537
5584,106538
5585,106539
5586,106540
5587,106541
5588,106542
5589,106543
5590,106544
5591,106545
5592,106546
5593,106547
5594,106548
5595,106549
5596,106551
5597,106552
5598,106553
5599,106554
5600,106555
5601,106556
5602,106557
5603,106558
5604,106559
5605,106560
5606,106561
5607,106562
5608,106563
5609,106564
5610,106565
5611,106566
5612,106567
5613,106568
5614,106569
5615,106570
5616,106571
5617,106572
5618,106573
5619,106574
5620,106575
5621,106576
5622,106578
5623,106579
5624,106580
5625,106581
5626,106582
5627,106583
5628,106584
5629,106586
5630,106587
5631,106588
5632,106589
5633,106591
5634,106592
5635,106593
5636,106594
5637,106595
5638,106596
5639,106597
5640,106598
5641,106599
5642,106600
5643,106601
5644,106602
5645,106603
5646,106604
5647,106605
5648,106606
5649,106608
5650,106609
5651,106613
5652,106614
5653,106615
5654,106616
5655,106617
5656,106618
5657,106619
5658,106620
5659,106621
5660,106622
5661,106623
5662,106625
5663,106626
5664,106627
5665,106628
5666,106629
5667,106630
5668,106632
5669,106633
5670,106634
5671,106635
5672,106636
5673,106637
5674,106638
5675,106639
5676,106640
5677,106641
5678,106642
5679,106643
5680,106644
5681,106645
5682,106646
5683,106648
5684,106649
5685,106650
5686,106651
5687,106652
5688,106653
5689,106654
5690,106655
5691,106656
5692,106657
5693,106658
5694,106659
5695,106661
5696,106662
5697,106663
5698,106664
5699,106665
5700,106666
5701,106667
5702,106668
5703,106669
5704,106670
5705,106671
5706,106672
5707,106673
5708,106675
5709,106676
5710,106677
5711,106678
5712,106679
5713,106680
5714,106681
5715,106682
5716,106683
5717,106684
5718,106685
5719,106686
5720,106688
5721,106689
5722,106690
5723,106691
5724,106692
5725,106693
5726,106694
5727,106695
5728,106696
5729,106697
5730,106698
5731,106699
5732,106700
5733,106701
5734,106702
5735,106703
5736,106704
5737,106705
5738,106706
5739,106707
5740,106708
5741,106709
5742,106710
5743,106711
5744,106714
5745,106715
5746,106716
5747,106718
5748,106719
5749,106722
5750,106723
5751,106725
5752,106726
5753,106727
5754,106728
5755,106729
5756,106730
5757,106731
5758,106732
5759,106733
5760,106734
5761,106736
5762,106737
5763,106738
5764,106741
5765,106742
5766,106743
5767,106744
5768,106745
5769,106746
5770,106747
5771,106748
5772,106749
5773,106750
5774,106751
5775,106752
5776,106753
5777,106755
5778,106756
5779,106757
5780,106758
5781,106759
5782,106762
5783,106763
5784,106764
5785,106765
5786,106766
5787,106767
5788,106768
5789,106769
5790,106770
5791,106771
5792,106772
5793,106773
5794,106774
5795,106775
5796,106776
5797,106777
5798,106778
5799,106779
5800,106780
5801,106781
5802,106782
5803,106783
5804,106785
5805,106786
5806,106788
5807,106789
5808,106790
5809,106791
5810,106792
5811,106793
5812,106794
5813,106795
5814,106796
5815,106799
5816,106800
5817,106801
5818,106806
5819,106807
5820,106808
5821,106809
5822,106811
5823,106814
5824,106815
5825,106816
5826,106818
5827,106819
5828,106820
5829,106821
5830,106824
5831,106825
5832,106826
5833,106828
5834,106829
5835,106830
5836,106831
5837,106832
5838,106833
5839,106834
5840,106835
5841,106836
5842,106837
5843,106838
5844,106839
5845,106840
5846,106842
5847,106843
5848,106844
5849,106845
5850,106846
5851,106847
5852,106848
5853,106849
5854,106850
5855,106855
5856,106856
5857,106857
5858,106858
5859,106859
5860,106860
5861,106862
5862,106863
5863,106864
5864,106865
5865,106866
5866,106867
5867,106868
5868,106869
5869,106870
5870,106871
5871,106872
5872,106874
5873,106875
5874,106876
5875,106879
5876,106880
5877,106882
5878,106883
5879,106884
5880,106885
5881,106886
5882,106887
5883,106888
5884,106889
5885,106890
5886,106891
5887,106892
5888,106893
5889,106894
5890,106895
5891,106896
5892,106897
5893,106898
5894,106899
5895,106901
5896,106902
5897,106903
5898,106904
5899,106905
5900,106908
5901,106909
5902,106910
5903,106911
5904,106912
5905,106913
5906,106915
5907,106917
5908,106918
5909,106919
5910,106920
5911,106921
5912,106922
5913,106923
5914,106925
5915,106926
5916,106927
5917,106928
5918,106929
5919,106930
5920,106932
5921,106933
5922,106934
5923,106935
5924,106940
5925,106941
5926,106942
5927,106945
5928,106946
5929,106947
5930,106948
5931,106949
5932,106950
5933,106951
5934,106952
5935,106953
5936,106954
5937,106955
5938,106956
5939,106957
5940,106958
5941,106959
5942,106960
5943,106961
5944,106962
5945,106963
5946,106964
5947,106965
5948,106966
5949,106968
5950,106969
5951,106970
5952,106971
5953,106972
5954,106973
5955,106974
5956,106975
5957,106976
5958,106977
5959,106978
5960,106979
5961,106981
5962,106982
5963,106983
5964,106984
5965,106985
5966,106988
5967,106989
5968,106991
5969,106992
5970,106993
5971,106994
5972,106995
5973,106996
5974,106997
5975,106998
5976,106999
5977,107000
5978,107001
5979,107002
5980,107003
5981,107004
5982,107005
5983,107006
5984,107007
5985,107008
5986,107009
5987,107010
5988,107011
5989,107012
5990,107014
5991,107015
5992,107016
5993,107017
5994,107018
5995,107019
5996,107020
5997,107021
5998,107022
5999,107024
6000,107025
6001,107026
6002,107027
6003,107028
6004,107029
6005,107030
6006,107031
6007,107032
6008,107034
6009,107035
6010,107036
6011,107038
6012,107039
6013,107040
6014,107041
6015,107042
6016,107043
6017,107044
6018,107045
6019,107046
6020,107047
6021,107049
6022,107050
6023,107051
6024,107052
6025,107053
6026,107054
6027,107055
6028,107056
6029,107057
6030,107058
6031,107059
6032,107060
6033,107061
6034,107062
6035,107063
6036,107064
6037,107065
6038,107066
6039,107067
6040,107068
6041,107069
6042,107070
6043,107072
6044,107073
6045,107074
6046,107075
6047,107076
6048,107077
6049,107078
6050,107079
6051,107080
6052,107082
6053,107083
6054,107084
6055,107085
6056,107086
6057,107087
6058,107088
6059,107089
6060,107090
6061,107091
6062,107092
6063,107093
6064,107094
6065,107095
6066,107096
6067,107097
6068,107098
6069,107099
6070,107100
6071,107101
6072,107102
6073,107103
6074,107104
6075,107105
6076,107106
6077,107107
6078,107108
6079,107109
6080,107110
6081,107111
6082,107112
6083,107114
6084,107115
6085,107116
6086,107117
6087,107118
6088,107119
6089,107120
6090,107121
6091,107122
6092,107123
6093,107124
6094,107125
6095,107126
6096,107127
6097,107128
6098,107129
6099,107132
6100,107133
6101,107134
6102,107135
6103,107136
6104,107137
6105,107138
6106,107139
6107,107140
6108,107141
6109,107142
6110,107143
6111,107144
6112,107146
6113,107147
6114,107148
6115,107149
6116,107150
6117,107151
6118,107152
6119,107153
6120,107154
6121,107155
6122,107157
6123,107158
6124,107159
6125,107160
6126,107161
6127,107162
6128,107163
6129,107164
6130,107165
6131,107166
6132,107167
6133,107168
6134,107169
6135,107170
6136,107171
6137,107172
6138,107173
6139,107174
6140,107175
6141,107176
6142,107177
6143,107178
6144,107179
6145,107180
6146,107181
6147,107182
6148,107183
6149,107184
6150,107185
6151,107186
6152,107187
6153,107188
6154,107189
6155,107190
6156,107191
6157,107192
6158,107193
6159,107194
6160,107195
6161,107196
6162,107197
6163,107198
6164,107199
6165,107200
6166,107201
6167,107202
6168,107203
6169,107204
6170,107205
6171,107206
6172,107207
6173,107208
6174,107209
6175,107210
6176,107211
6177,107212
6178,107213
6179,107214
6180,107215
6181,107216
6182,107217
6183,107218
6184,107220
6185,107221
6186,107224
6187,107225
6188,107226
6189,107227
6190,107228
6191,107229
6192,107230
6193,107231
6194,107233
6195,107234
6196,107235
6197,107236
6198,107237
6199,107238
6200,107239
6201,107240
6202,107241
6203,107242
6204,107243
6205,107244
6206,107248
6207,107249
6208,107250
6209,107251
6210,107252
6211,107253
6212,107254
6213,107255
6214,107257
6215,107258
6216,107261
6217,107262
6218,107263
6219,107264
6220,107265
6221,107266
6222,107267
6223,107268
6224,107269
6225,107270
6226,107271
6227,107272
6228,107273
6229,107274
6230,107275
6231,107276
6232,107277
6233,107278
6234,107282
6235,107283
6236,107284
6237,107286
6238,107287
6239,107288
6240,107289
6241,107290
6242,107291
6243,107292
6244,107293
6245,107294
6246,107295
6247,107296
6248,107297
6249,107298
6250,107299
6251,107300
6252,107301
6253,107302
6254,107303
6255,107304
6256,107305
6257,107306
6258,107307
6259,107308
6260,107309
6261,107310
6262,107311
6263,107312
6264,107313
6265,107314
6266,107315
6267,107316
6268,107317
6269,107318
6270,107319
6271,107320
6272,107321
6273,107322
6274,107323
6275,107324
6276,107325
6277,107326
6278,107327
6279,107328
6280,107330
6281,107331
6282,107332
6283,107333
6284,107334
6285,107335
6286,107336
6287,107338
6288,107339
6289,107340
6290,107341
6291,107342
6292,107343
6293,107344
6294,107345
6295,107346
6296,107347
6297,107348
6298,107352
6299,107353
6300,107354
6301,107355
6302,107356
6303,107357
6304,107358
6305,107360
6306,107361
6307,107362
6308,107363
6309,107364
6310,107365
6311,107366
6312,107367
6313,107368
6314,107369
6315,107370
6316,107371
6317,107372
6318,107373
6319,107374
6320,107375
6321,107376
6322,107377
6323,107378
6324,107379
6325,107380
6326,107381
6327,107382
6328,107383
6329,107384
6330,107385
6331,107386
6332,107387
6333,107388
6334,107389
6335,107390
6336,107392
6337,107393
6338,107396
6339,107397
6340,107398
6341,107399
6342,107400
6343,107401
6344,107402
6345,107403
6346,107404
6347,107405
6348,107407
6349,107408
6350,107409
6351,107410
6352,107411
6353,107412
6354,107413
6355,107414
6356,107415
6357,107420
6358,107421
6359,107422
6360,107423
6361,107424
6362,107425
6363,107426
6364,107427
6365,107428
6366,107429
6367,107430
6368,107431
6369,107432
6370,107433
6371,107434
6372,107435
6373,107436
6374,107437
6375,107438
6376,107439
6377,107440
6378,107441
6379,107442
6380,107443
6381,107447
6382,107448
6383,107449
6384,107450
6385,107451
6386,107452
6387,107453
6388,107454
6389,107455
6390,107456
6391,107457
6392,107458
6393,107459
6394,107461
6395,107462
6396,107463
6397,107464
6398,107465
6399,107466
6400,107467
6401,107468
6402,107469
6403,107471
6404,107472
6405,107473
6406,107474
6407,107476
6408,107477
6409,107478
6410,107479
6411,107480
6412,107481
6413,107482
6414,107483
6415,107484
6416,107485
6417,107486
6418,107487
6419,107488
6420,107489
6421,107490
6422,107491
6423,107492
6424,107493
6425,107494
6426,107495
6427,107496
6428,107497
6429,107498
6430,107499
6431,107500
6432,107501
6433,107502
6434,107503
6435,107504
6436,107505
6437,107506
6438,107507
6439,107508
6440,107509
6441,107510
6442,107511
6443,107512
6444,107513
6445,107514
6446,107515
6447,107516
6448,107517
6449,107518
6450,107519
6451,107521
6452,107522
6453,107523
6454,107524
6455,107525
6456,107528
6457,107529
6458,107531
6459,107533
6460,107536
6461,107537
6462,107538
6463,107539
6464,107540
6465,107541
6466,107542
6467,107543
6468,107544
6469,107545
6470,107546
6471,107547
6472,107548
6473,107549
6474,107550
6475,107551
6476,107552
6477,107553
6478,107555
6479,107557
6480,107558
6481,107560
6482,107562
6483,107563
6484,107565
6485,107567
6486,107568
6487,107569
6488,107570
6489,107572
6490,107573
6491,107574
6492,107575
6493,107576
6494,107577
6495,107578
6496,107579
6497,107580
6498,107581
6499,107582
6500,107583
6501,107584
6502,107585
6503,107586
6504,107587
6505,107588
6506,107589
6507,107591
6508,107592
6509,107593
6510,107594
6511,107595
6512,107596
6513,107597
6514,107598
6515,107599
6516,107600
6517,107601
6518,107603
6519,107604
6520,107605
6521,107606
6522,107607
6523,107608
6524,107609
6525,107610
6526,107611
6527,107612
6528,107613
6529,107614
6530,107615
6531,107616
6532,107617
6533,107618
6534,107619
6535,107620
6536,107621
6537,107622
6538,107623
6539,107624
6540,107627
6541,107628
6542,107629
6543,107630
6544,107631
6545,107632
6546,107633
6547,107634
6548,107637
6549,107638
6550,107639
6551,107640
6552,107641
6553,107642
6554,107643
6555,107644
6556,107646
6557,107647
6558,107648
6559,107649
6560,107650
6561,107651
6562,107653
6563,107654
6564,107656
6565,107657
6566,107658
6567,107659
6568,107660
6569,107661
6570,107662
6571,107663
6572,107664
6573,107665
6574,107666
6575,107667
6576,107669
6577,107671
6578,107672
6579,107673
6580,107674
6581,107675
6582,107676
6583,107678
6584,107679
6585,107681
6586,107682
6587,107685
6588,107686
6589,107687
6590,107688
6591,107689
6592,107690
6593,107693
6594,107694
6595,107695
6596,107696
6597,107697
6598,107698
6599,107699
6600,107700
6601,107701
6602,107702
6603,107704
6604,107705
6605,107706
6606,107707
6607,107708
6608,107711
6609,107712
6610,107713
6611,107714
6612,107715
6613,107716
6614,107717
6615,107718
6616,107719
6617,107720
6618,107722
6619,107723
6620,107724
6621,107726
6622,107728
6623,107729
6624,107730
6625,107731
6626,107732
6627,107733
6628,107734
6629,107735
6630,107736
6631,107737
6632,107738
6633,107742
6634,107743
6635,107744
6636,107745
6637,107746
6638,107748
6639,107749
6640,107750
6641,107751
6642,107752
6643,107753
6644,107754
6645,107755
6646,107756
6647,107757
6648,107758
6649,107759
6650,107760
6651,107761
6652,107762
6653,107763
6654,107764
6655,107766
6656,107767
6657,107769
6658,107770
6659,107771
6660,107772
6661,107773
6662,107774
6663,107776
6664,107777
6665,107778
6666,107779
6667,107780
6668,107781
6669,107783
6670,107784
6671,107785
6672,107786
6673,107787
6674,107788
6675,107789
6676,107791
6677,107792
6678,107793
6679,107794
6680,107795
6681,107796
6682,107797
6683,107798
6684,107799
6685,107800
6686,107802
6687,107803
6688,107804
6689,107805
6690,107806
6691,107808
6692,107809
6693,107810
6694,107812
6695,107813
6696,107814
6697,107815
6698,107816
6699,107818
6700,107819
6701,107820
6702,107821
6703,107822
6704,107823
6705,107824
6706,107825
6707,107827
6708,107828
6709,107829
6710,107830
6711,107831
6712,107832
6713,107833
6714,107834
6715,107835
6716,107836
6717,107837
6718,107840
6719,107841
6720,107842
6721,107844
6722,107845
6723,107846
6724,107848
6725,107851
6726,107852
6727,107853
6728,107854
6729,107855
6730,107856
6731,107857
6732,107858
6733,107859
6734,107860
6735,107861
6736,107862
6737,107863
6738,107864
6739,107865
6740,107866
6741,107868
6742,107869
6743,107870
6744,107872
6745,107873
6746,107874
6747,107875
6748,107876
6749,107877
6750,107878
6751,107879
6752,107880
6753,107881
6754,107882
6755,107883
6756,107884
6757,107885
6758,107886
6759,107887
6760,107888
6761,107889
6762,107890
6763,107891
6764,107892
6765,107893
6766,107894
6767,107895
6768,107896
6769,107897
6770,107898
6771,107899
6772,107900
6773,107901
6774,107902
6775,107903
6776,107904
6777,107905
6778,107906
6779,107907
6780,107909
6781,107910
6782,107911
6783,107912
6784,107914
6785,107915
6786,107916
6787,107917
6788,107918
6789,107919
6790,107920
6791,107921
6792,107922
6793,107923
6794,107924
6795,107925
6796,107926
6797,107928
6798,107929
6799,107930
6800,107932
6801,107933
6802,107934
6803,107935
6804,107936
6805,107937
6806,107938
6807,107939
6808,107940
6809,107941
6810,107942
6811,107943
6812,107944
6813,107945
6814,107946
6815,107947
6816,107948
6817,107949
6818,107950
6819,107951
6820,107952
6821,107953
6822,107954
6823,107956
6824,107957
6825,107958
6826,107959
6827,107960
6828,107961
6829,107963
6830,107964
6831,107965
6832,107966
6833,107967
6834,107968
6835,107969
6836,107970
6837,107971
6838,107972
6839,107973
6840,107974
6841,107975
6842,107976
6843,107979
6844,107980
6845,107981
6846,107982
6847,107983
6848,107984
6849,107985
6850,107986
6851,107987
6852,107988
6853,107989
6854,107990
6855,107991
6856,107992
6857,107994
6858,107995
6859,107996
6860,107997
6861,107998
6862,107999
6863,108000
6864,108001
6865,108002
6866,108003
6867,108004
6868,108005
6869,108006
6870,108007
6871,108008
6872,108009
6873,108011
6874,108012
6875,108013
6876,108014
6877,108015
6878,108017
6879,108019
6880,108020
6881,108021
6882,108022
6883,108023
6884,108024
6885,108025
6886,108026
6887,108028
6888,108029
6889,108030
6890,108031
6891,108032
6892,108033
6893,108034
6894,108035
6895,108036
6896,108037
6897,108038
6898,108039
6899,108040
6900,108041
6901,108042
6902,108043
6903,108044
6904,108046
6905,108047
6906,108048
6907,108049
6908,108050
6909,108051
6910,108052
6911,108053
6912,108054
6913,108055
6914,108056
6915,108057
6916,108058
6917,108059
6918,108060
6919,108061
6920,108062
6921,108063
6922,108064
6923,108065
6924,108066
6925,108067
6926,108068
6927,108070
6928,108071
6929,108072
6930,108073
6931,108074
6932,108075
6933,108076
6934,108077
6935,108078
6936,108079
6937,108080
6938,108081
6939,108083
6940,108084
6941,108085
6942,108086
6943,108087
6944,108088
6945,108090
6946,108091
6947,108093
6948,108094
6949,108095
6950,108096
6951,108097
6952,108098
6953,108099
6954,108100
6955,108101
6956,108102
6957,108103
6958,108104
6959,108105
6960,108107
6961,108108
6962,108109
6963,108110
6964,108111
6965,108113
6966,108114
6967,108115
6968,108116
6969,108117
6970,108118
6971,108119
6972,108121
6973,108123
6974,108124
6975,108125
6976,108126
6977,108127
6978,108128
6979,108129
6980,108130
6981,108131
6982,108132
6983,108133
6984,108134
6985,108136
6986,108137
6987,108138
6988,108139
6989,108140
6990,108141
6991,108142
6992,108143
6993,108144
6994,108145
6995,108146
6996,108147
6997,108148
6998,108149
6999,108150
7000,108151
7001,108152
7002,108153
7003,108154
7004,108155
7005,108156
7006,108157
7007,108158
7008,108159
7009,108160
7010,108161
7011,108162
7012,108163
7013,108164
7014,108165
7015,108166
7016,108167
7017,108168
7018,108169
7019,108172
7020,108173
7021,108174
7022,108175
7023,108176
7024,108178
7025,108179
7026,108181
7027,108182
7028,108186
7029,108187
7030,108188
7031,108189
7032,108190
7033,108191
7034,108193
7035,108194
7036,108197
7037,108198
7038,108199
7039,108200
7040,108201
7041,108202
7042,108203
7043,108204
7044,108205
7045,108206
7046,108207
7047,108208
7048,108209
7049,108210
7050,108211
7051,108212
7052,108213
7053,108214
7054,108215
7055,108216
7056,108217
7057,108220
7058,108221
7059,108222
7060,108223
7061,108224
7062,108225
7063,108226
7064,108227
7065,108228
7066,108229
7067,108230
7068,108231
7069,108232
7070,108233
7071,108234
7072,108235
7073,108236
7074,108237
7075,108238
7076,108239
7077,108240
7078,108241
7079,108242
7080,108244
7081,108245
7082,108246
7083,108247
7084,108248
7085,108250
7086,108252
7087,108253
7088,108254
7089,108255
7090,108256
7091,108257
7092,108258
7093,108259
7094,108260
7095,108261
7096,108262
7097,108263
7098,108264
7099,108265
7100,108266
7101,108267
7102,108268
7103,108269
7104,108270
7105,108271
7106,108272
7107,108273
7108,108275
7109,108276
7110,108277
7111,108278
7112,108279
7113,108281
7114,108282
7115,108283
7116,108284
7117,108285
7118,108286
7119,108287
7120,108288
7121,108290
7122,108291
7123,108293
7124,108294
7125,108296
7126,108297
7127,108298
7128,108299
7129,108300
7130,108301
7131,108302
7132,108303
7133,108304
7134,108305
7135,108306
7136,108307
7137,108308
7138,108309
7139,108310
7140,108311
7141,108312
7142,108313
7143,108314
7144,108315
7145,108316
7146,108317
7147,108318
7148,108319
7149,108320
7150,108321
7151,108322
7152,108323
7153,108324
7154,108325
7155,108326
7156,108328
7157,108329
