,SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
173,2436437,109392,Cash loans,10332.72,90000.0,95940.0,,90000.0,SATURDAY,10,Y,1,,,,XNA,Approved,-808,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),-1,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-778.0,-448.0,-478.0,-471.0,1.0
174,2450369,105429,Cash loans,6165.225,85500.0,108072.0,,85500.0,FRIDAY,9,Y,1,,,,XNA,Approved,-124,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,low_normal,Cash X-Sell: low,365243.0,-94.0,596.0,-4.0,365243.0,1.0
175,2566960,106638,Cash loans,25566.75,742500.0,869913.0,,742500.0,TUESDAY,14,Y,1,,,,XNA,Approved,-161,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low,365243.0,-131.0,1639.0,365243.0,365243.0,1.0
176,2446701,107360,Cash loans,24988.545,450000.0,551745.0,,450000.0,TUESDAY,10,Y,1,,,,XNA,Approved,-1036,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,middle,Cash X-Sell: middle,365243.0,-1006.0,404.0,-886.0,-883.0,1.0
177,2275002,109403,Consumer loans,25647.435,256500.0,230850.0,25650.0,256500.0,MONDAY,10,Y,1,0.1089090909090909,,,XAP,Refused,-2100,Cash through the bank,HC,Children,Repeater,Clothing and Accessories,POS,XNA,Stone,72,Clothing,10.0,low_normal,POS industry with interest,,,,,,
178,1731157,104884,Consumer loans,4332.915,42930.0,42930.0,0.0,42930.0,FRIDAY,19,Y,1,0.0,,,XAP,Approved,-125,XNA,XAP,,Repeater,Mobile,POS,XNA,Country-wide,63,Connectivity,12.0,middle,POS mobile with interest,365243.0,-90.0,240.0,-60.0,-53.0,0.0
179,1339797,100035,Cash loans,,0.0,0.0,,,FRIDAY,14,Y,1,,,,XNA,Refused,-138,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,0,XNA,,XNA,Cash,,,,,,
180,2730564,109134,Consumer loans,6485.4,61605.0,60781.5,6300.0,61605.0,SATURDAY,17,Y,1,0.1022826371991194,,,XAP,Approved,-2166,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Stone,158,Consumer electronics,12.0,middle,POS household with interest,365243.0,-2135.0,-1805.0,-1805.0,-1801.0,0.0
181,1132088,110122,Consumer loans,6128.19,53955.0,53955.0,0.0,53955.0,SATURDAY,9,Y,1,0.0,,,XAP,Approved,-207,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,52,Connectivity,10.0,low_normal,POS mobile without interest,365243.0,-136.0,134.0,-76.0,-73.0,0.0
182,1696909,102757,Consumer loans,,62023.5,62023.5,0.0,62023.5,MONDAY,15,Y,1,0.0,,,XAP,Unused offer,-137,Cash through the bank,CLIENT,,Repeater,Computers,XNA,XNA,Country-wide,15,Connectivity,,XNA,POS mobile with interest,,,,,,
183,2773257,103031,Consumer loans,17436.105,153382.5,177493.5,7650.0,153382.5,WEDNESDAY,19,Y,1,0.0450004750614818,,,XAP,Approved,-966,Cash through the bank,XAP,Family,New,Computers,POS,XNA,Country-wide,550,Consumer electronics,12.0,middle,POS household with interest,365243.0,-935.0,-605.0,-665.0,-661.0,0.0
184,2517129,109430,Cash loans,46584.585,990000.0,1104997.5,,990000.0,THURSDAY,10,Y,1,,,,XNA,Approved,-730,Cash through the bank,XAP,"Spouse, partner",Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48.0,middle,Cash Street: middle,365243.0,-700.0,710.0,365243.0,365243.0,1.0
185,2485992,109074,Consumer loans,15146.415,142965.0,141291.0,14400.0,142965.0,SUNDAY,8,Y,1,0.1007309933837478,,,XAP,Approved,-1712,XNA,XAP,Other_A,Repeater,Computers,POS,XNA,Stone,57,Consumer electronics,12.0,middle,POS household with interest,365243.0,-1681.0,-1351.0,-1351.0,-1341.0,0.0
186,2347960,105554,Cash loans,34767.495,675000.0,767664.0,,675000.0,TUESDAY,11,Y,1,,,,XNA,Approved,-601,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,middle,Cash X-Sell: middle,,,,,,
187,2705391,101032,Consumer loans,18209.385,142992.0,190705.5,0.0,142992.0,THURSDAY,11,Y,1,0.0,,,XAP,Approved,-1959,Cash through the bank,XAP,Unaccompanied,Repeater,Furniture,POS,XNA,Country-wide,972,Furniture,18.0,high,POS industry with interest,365243.0,-1928.0,-1418.0,-1418.0,-843.0,0.0
188,1538029,105486,Consumer loans,5269.23,44820.0,28147.5,18000.0,44820.0,MONDAY,16,Y,1,0.4248038650769025,,,XAP,Approved,-1691,Cash through the bank,XAP,Unaccompanied,New,Auto Accessories,POS,XNA,Stone,29,Industry,6.0,middle,POS other with interest,365243.0,-1657.0,-1507.0,-1507.0,-1503.0,0.0
189,1106193,101133,Cash loans,6543.0,90000.0,90000.0,0.0,90000.0,WEDNESDAY,9,Y,1,0.0,,,XNA,Approved,-2861,XNA,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,20.0,middle,Cash Street: middle,365243.0,-2831.0,-2261.0,-2321.0,-2311.0,0.0
190,2734425,108633,Cash loans,,0.0,0.0,,,FRIDAY,9,Y,1,,,,XNA,Canceled,-164,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
191,2647487,109900,Cash loans,,0.0,0.0,,,TUESDAY,16,Y,1,,,,XNA,Canceled,-241,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
192,1406213,104617,Consumer loans,11210.58,121500.0,109350.0,12150.0,121500.0,MONDAY,11,Y,1,0.1089090909090909,,,XAP,Approved,-808,Cash through the bank,XAP,,New,Computers,POS,XNA,Stone,37,Consumer electronics,12.0,middle,POS household with interest,365243.0,-777.0,-447.0,-627.0,-620.0,0.0
193,1669402,105069,Consumer loans,8706.78,89775.0,99256.5,0.0,89775.0,MONDAY,18,Y,1,0.0,,,XAP,Approved,-245,Cash through the bank,XAP,Other_B,Repeater,Computers,POS,XNA,Country-wide,3268,Consumer electronics,12.0,low_action,POS household without interest,365243.0,-214.0,116.0,365243.0,365243.0,0.0
194,1708018,109720,Consumer loans,7109.64,62955.0,59296.5,9000.0,62955.0,FRIDAY,8,Y,1,0.1435186017119205,,,XAP,Refused,-2097,Cash through the bank,HC,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,204,Connectivity,12.0,high,POS mobile with interest,,,,,,
195,1126816,104986,Consumer loans,18382.365,144720.0,157518.0,0.0,144720.0,FRIDAY,14,Y,1,0.0,,,XAP,Approved,-2427,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Country-wide,170,Consumer electronics,12.0,high,POS household with interest,365243.0,-2396.0,-2066.0,-2276.0,-2271.0,1.0
196,1377548,108352,Consumer loans,5734.08,36225.0,28570.5,9000.0,36225.0,THURSDAY,16,Y,1,0.2608913424579971,,,XAP,Approved,-2309,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Regional / Local,60,Connectivity,6.0,high,POS mobile with interest,365243.0,-2271.0,-2121.0,-2121.0,-2117.0,1.0
197,1087187,105181,Consumer loans,8979.345,167832.0,173682.0,0.0,167832.0,SATURDAY,15,Y,1,0.0,,,XAP,Approved,-1392,Cash through the bank,XAP,"Spouse, partner",Repeater,Audio/Video,POS,XNA,Country-wide,200,Consumer electronics,24.0,low_normal,POS household with interest,365243.0,-1361.0,-671.0,-671.0,-662.0,0.0
198,1729307,105181,Consumer loans,7719.435,62995.5,69232.5,0.0,62995.5,MONDAY,12,Y,1,0.0,,,XAP,Approved,-1467,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Country-wide,200,Consumer electronics,12.0,high,POS household with interest,365243.0,-1436.0,-1106.0,-1106.0,-1104.0,0.0
199,2191194,108694,Cash loans,54367.92,1155871.89,1290138.39,,1155871.89,THURSDAY,14,Y,1,,,,XNA,Approved,-588,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,middle,Cash Street: middle,365243.0,-558.0,852.0,-168.0,-165.0,1.0
